title,doi,href,authors,journal,volume_issue,date,access,source_file
Model Studies on Solid Electrolyte Interphase Formation on Graphite Electrodes in Ethylene Carbonate and Dimethyl Carbonate II: Graphite Powder Electrodes,10.1002/celc.202001328,/doi/10.1002/celc.202001328,"Isabella Weber, ,, Bin Wang, ,, Carina Bodirsky, ,, Monalisa Chakraborty, ,, Mario Wachtler, ,, Thomas Diemant, ,, Johannes Schnaidt, ,, R. Jürgen Behm, ,",ChemElectroChem,"Volume 7, Issue 23",First published: 26 November 2020,Open Access,page_003.html
Pomegranate-Structured Silica/Sulfur Composite Cathodes for High-Performance Lithium–Sulfur Batteries,10.1002/asia.201701759,/doi/10.1002/asia.201701759,"Sinho Choi, ,, Dawei Su, ,, Myoungsoo Shin, ,, Soojin Park, ,, Guoxiu Wang, ,",Chemistry – An Asian Journal,"Volume 13, Issue 5",First published: 14 January 2018,Full Access,page_003.html
Front Cover: Solid Electrolyte Interphase Evolution on Lithium Metal Electrodes Followed by Scanning Electrochemical Microscopy Under Realistic Battery Cycling Current Densities (ChemElectroChem 17/2020),10.1002/celc.202000982,/doi/10.1002/celc.202000982,"Bastian Krueger, ,, Luis Balboa, ,, Jan Frederik Dohmann, ,, Martin Winter, ,, Peter Bieker, ,, Gunther Wittstock, ,",ChemElectroChem,"Volume 7, Issue 17",First published: 12 August 2020,Free Access,page_003.html
Polymer Coating for Li-Metal Anode in Polyethylene Oxide-Based Electrolyte Batteries,10.1002/batt.202500402,/doi/10.1002/batt.202500402,"Urban Košir, ,, Alen Vizintin, ,, Elena Tchernychova, ,, Gregor Kapun, ,, Matteo Gastaldi, ,, Alia Jouhara, ,, Margaud Lecuyer, ,, Claudio Gerbaldi, ,, Miran Gaberšček, ,, Robert Dominko, ,, Sara Drvarič Talian, ,",Batteries & Supercaps,Early View,First published: 25 September 2025,Open Access,page_003.html
Formation of NaF-Rich Solid Electrolyte Interphase on Na Anode through Additive-Induced Anion-Enriched Structure of Na+Solvation,10.1002/anie.202208506,/doi/10.1002/anie.202208506,"Huaping Wang, ,, Chunlei Zhu, ,, Jiandong Liu, ,, Shihan Qi, ,, Mingguang Wu, ,, Junda Huang, ,, Daxiong Wu, ,, Jianmin Ma, ,",Angewandte Chemie International Edition,"Volume 61, Issue 38",First published: 04 July 2022,Full Access,page_003.html
Solid Electrolyte Interphase Evolution on Lithium Metal Electrodes Followed by Scanning Electrochemical Microscopy Under Realistic Battery Cycling Current Densities,10.1002/celc.202000441,/doi/10.1002/celc.202000441,"Bastian Krueger, ,, Luis Balboa, ,, Jan Frederik Dohmann, ,, Martin Winter, ,, Peter Bieker, ,, Gunther Wittstock, ,",ChemElectroChem,"Volume 7, Issue 17",First published: 13 May 2020,Open Access,page_003.html
Selective Methylation of Cyclic Ether Towards Highly Elastic Solid Electrolyte Interphase for Silicon-based Anodes,10.1002/anie.202414859,/doi/10.1002/anie.202414859,"Zhihao Ma, ,, Digen Ruan, ,, Dazhuang Wang, ,, Zongbin Lu, ,, Zixu He, ,, Jiasen Guo, ,, Jiajia Fan, ,, Jinyu Jiang, ,, Zihong Wang, ,, Xuan Luo, ,, Jun Ma, ,, Ze Zhang, ,, Yezi You, ,, Shuhong Jiao, ,, Ruiguo Cao, ,, Xiaodi Ren, ,",Angewandte Chemie International Edition,"Volume 64, Issue 2",First published: 01 October 2024,Full Access,page_003.html
Double Ionic–Electronic Transfer Interface Layers for All-Solid-State Lithium Batteries,10.1002/anie.202104183,/doi/10.1002/anie.202104183,"Jingang Zheng, ,, Chengguo Sun, ,, Zhenxing Wang, ,, Shaojun Liu, ,, Baigang An, ,, Zhenhua Sun, ,, Feng Li, ,",Angewandte Chemie International Edition,"Volume 60, Issue 34",First published: 20 May 2021,Full Access,page_003.html
Active Diluent-Anion Synergy Strategy Regulating Nonflammable Electrolytes for High-Efficiency Li Metal Batteries,10.1002/anie.202317176,/doi/10.1002/anie.202317176,"Ran He, ,, Kuirong Deng, ,, Daize Mo, ,, Xiongcong Guan, ,, Yuanyuan Hu, ,, Kai Yang, ,, Zhenhua Yan, ,, Haijiao Xie, ,",Angewandte Chemie International Edition,"Volume 63, Issue 7",First published: 02 January 2024,Full Access,page_003.html
Regulating Dynamic Evolution of Interfacial Electrolyte Configuration via Inert Cation Induced Anion Anchoring to Stabilize Lithium-Metal Anode,10.1002/anie.202513839,/doi/10.1002/anie.202513839,"Junhao Wang, ,, Yaopeng Li, ,, Wenbin Tu, ,, Haitang Zhang, ,, Xiaoyu Yu, ,, Yuran Yang, ,, Haiyan Luo, ,, Qingao Zhao, ,, Yaxin Ru, ,, Ming Chen, ,, Yuhao Hong, ,, Jinyu Ye, ,, Jian-Feng Li, ,, Na Liu, ,, Chuying Ouyang, ,, Hansen Wang, ,, Yeguo Zou, ,, Guang Feng, ,, Yu Qiao, ,, Shi-Gang Sun, ,",Angewandte Chemie International Edition,"Volume 64, Issue 42",First published: 26 August 2025,Full Access,page_003.html
Fluorinated Aromatic Diluent for High-Performance Lithium Metal Batteries,10.1002/anie.202003663,/doi/10.1002/anie.202003663,"Dong-Joo Yoo, ,, Sungyun Yang, ,, Ki Jae Kim, ,, Jang Wook Choi, ,",Angewandte Chemie International Edition,"Volume 59, Issue 35",First published: 19 May 2020,Full Access,page_003.html
Localized Water-In-Salt Electrolyte for Aqueous Lithium-Ion Batteries,10.1002/anie.202107389,/doi/10.1002/anie.202107389,"Pauline Jaumaux, ,, Xu Yang, ,, Bao Zhang, ,, Javad Safaei, ,, Xiao Tang, ,, Dong Zhou, ,, Chunsheng Wang, ,, Guoxiu Wang, ,",Angewandte Chemie International Edition,"Volume 60, Issue 36",First published: 29 June 2021,Full Access,page_003.html
Design of a Solid Electrolyte Interphase for Aqueous Zn Batteries,10.1002/anie.202103390,/doi/10.1002/anie.202103390,"Dan Li, ,, Longsheng Cao, ,, Tao Deng, ,, Sufu Liu, ,, Chunsheng Wang, ,",Angewandte Chemie International Edition,"Volume 60, Issue 23",First published: 26 March 2021,Full Access,page_003.html
In Situ Formation of Nitrogen-Rich Solid Electrolyte Interphase and Simultaneous Regulating Solvation Structures for Advanced Zn Metal Batteries,10.1002/anie.202212839,/doi/10.1002/anie.202212839,"Dongdong Wang, ,, Dan Lv, ,, Hongxia Liu, ,, Shaojie Zhang, ,, Cheng Wang, ,, Chunting Wang, ,, Jian Yang, ,, Yitai Qian, ,",Angewandte Chemie International Edition,"Volume 61, Issue 52",First published: 02 November 2022,Full Access,page_003.html
In situ Observation of Evolving H2and Solid Electrolyte Interphase Development at Potassium Insertion Materials within Highly Concentrated Aqueous Electrolytes,10.1002/anie.202307446,/doi/10.1002/anie.202307446,"Zachary T. Gossage, ,, Nanako Ito, ,, Tomooki Hosaka, ,, Ryoichi Tatara, ,, Shinichi Komaba, ,",Angewandte Chemie International Edition,"Volume 62, Issue 43",First published: 18 August 2023,Open Access,page_004.html
Unraveling Electrode Surface Chemistry in Determining Interphase Stability and Deposition Homogeneity for Anode-Free Potassium Metal Batteries,10.1002/anie.202502091,/doi/10.1002/anie.202502091,"Zhenlu Yu, ,, Qun Liu, ,, Danni Wang, ,, Jie Shi, ,, Dengyun Zhai, ,, Biao Zhang, ,",Angewandte Chemie International Edition,"Volume 64, Issue 22",First published: 20 March 2025,Open Access,page_004.html
Solvation-Shell Engineering Enables Additive-Dominated Coordination for Stable Silicon Anodes Under Minimal Salt Conditions,10.1002/anie.202518092,/doi/10.1002/anie.202518092,"Zhenhui Liu, ,, Yulin Zhang, ,, Shizhu Wang, ,, Jianwei Xiong, ,, Tian Gao, ,, Ruohan Yu, ,, Zhenming Xu, ,, Xuanning Chen, ,, Junhui Li, ,, Zixia Lin, ,, Mingbo Zheng, ,, Yongyao Xia, ,, Ping He, ,",Angewandte Chemie International Edition,Early View,First published: 10 November 2025,Full Access,page_004.html
Cover Feature:OperandoTerahertz Spectroscopy of Solid Electrolyte Interphase Evolution on Silicon Anodes (Batteries & Supercaps 1/2022),10.1002/batt.202100385,/doi/10.1002/batt.202100385,"Daniel Krotkov, ,, Dan Schneier, ,, Svetlana Menkin, ,, Yonatan Horowitz, ,, Emanuel Peled, ,, Diana Golodnitsky, ,, Sharly Fleischer, ,",Batteries & Supercaps,"Volume 5, Issue 1",First published: 14 December 2021,Free Access,page_004.html
Surface Properties of Battery Materials Elucidated Using Scanning Electrochemical Microscopy: The Case of Type I Silicon Clathrate,10.1002/celc.201901688,/doi/10.1002/celc.201901688,"Tsvetan Tarnev, ,, Patrick Wilde, ,, Andrew Dopilka, ,, Wolfgang Schuhmann, ,, Candace K. Chan, ,, Edgar Ventosa, ,",ChemElectroChem,"Volume 7, Issue 3",First published: 12 December 2019,Full Access,page_004.html
Simultaneous Scanning Ion Conductance and Electrochemical Microscopy in Lithium-Ion Battery Research,10.1002/celc.202300577,/doi/10.1002/celc.202300577,"Johannes Eidenschink, ,, Frank-Michael Matysik, ,",ChemElectroChem,"Volume 11, Issue 6",First published: 12 January 2024,Open Access,page_004.html
Dynamic Bridging Ligand-Induced Regulated Coordination Chemistry for Highly Reversible Zn-Metal Anodes,10.1002/anie.202512515,/doi/10.1002/anie.202512515,"Yingyu Han, ,, Jie Luo, ,, Yucheng Xie, ,, Yanbin Shen, ,, Zhipeng Shao, ,, Qichong Zhang, ,",Angewandte Chemie International Edition,Early View,First published: 31 October 2025,Full Access,page_004.html
Dynamics of Solid-Electrolyte Interphase Formation on Silicon Electrodes Revealed by Combinatorial Electrochemical Screening,10.1002/anie.202207184,/doi/10.1002/anie.202207184,"Daniel Martín-Yerga, ,, David C. Milan, ,, Xiangdong Xu, ,, Julia Fernández-Vidal, ,, Laura Whalley, ,, Alexander J. Cowan, ,, Laurence J. Hardwick, ,, Patrick R. Unwin, ,",Angewandte Chemie International Edition,"Volume 61, Issue 34",First published: 14 June 2022,Open Access,page_004.html
Revealing the High Salt Concentration Manipulated Evolution Mechanism on the Lithium Anode in Quasi-Solid-State Lithium-Sulfur Batteries,10.1002/anie.202212744,/doi/10.1002/anie.202212744,"Gui-Xian Liu, ,, Jian-Xin Tian, ,, Jing Wan, ,, Yuan Li, ,, Zhen-Zhen Shen, ,, Wan-Ping Chen, ,, Yao Zhao, ,, Fuyi Wang, ,, Bing Liu, ,, Sen Xin, ,, Yu-Guo Guo, ,, Rui Wen, ,",Angewandte Chemie International Edition,"Volume 61, Issue 52",First published: 30 October 2022,Full Access,page_004.html
Corrosion of Calcium Metal in Ca(TFSI)2/DMAc Electrolyte and its Solution via Alloy Interface and Competitive Solvation,10.1002/anie.202502729,/doi/10.1002/anie.202502729,"Jiang Liang, ,, Min Wang, ,, Shaohua Zhu, ,, Dongyao Zhu, ,, Rui Wang, ,, Jiajing Wang, ,, Lianmeng Cui, ,, Meng Huang, ,, Wenwei Zhang, ,, Qinyou An, ,, Lei Zhang, ,, Kangning Zhao, ,",Angewandte Chemie International Edition,"Volume 64, Issue 33",First published: 18 June 2025,Full Access,page_004.html
Cycling a Lithium Metal Anode at 90 °C in a Liquid Electrolyte,10.1002/anie.202002711,/doi/10.1002/anie.202002711,"Li-Peng Hou, ,, Xue-Qiang Zhang, ,, Bo-Quan Li, ,, Qiang Zhang, ,",Angewandte Chemie International Edition,"Volume 59, Issue 35",First published: 19 May 2020,Full Access,page_004.html
Back Cover: Identifying the Critical Anion–Cation Coordination to Regulate the Electric Double Layer for an Efficient Lithium-Metal Anode Interface (Angew. Chem. Int. Ed. 8/2021),10.1002/anie.202100788,/doi/10.1002/anie.202100788,"Rui Xu, ,, Xin Shen, ,, Xia-Xia Ma, ,, Chong Yan, ,, Xue-Qiang Zhang, ,, Xiang Chen, ,, Jun-Fan Ding, ,, Jia-Qi Huang, ,",Angewandte Chemie International Edition,"Volume 60, Issue 8",First published: 01 February 2021,Free Access,page_004.html
Electrolyte Design for Improving Mechanical Stability of Solid Electrolyte Interphase in Lithium–Sulfur Batteries,10.1002/anie.202305466,/doi/10.1002/anie.202305466,"Li-Peng Hou, ,, Yuan Li, ,, Zheng Li, ,, Qian-Kui Zhang, ,, Bo-Quan Li, ,, Chen-Xi Bi, ,, Zi-Xian Chen, ,, Li-Ling Su, ,, Jia-Qi Huang, ,, Rui Wen, ,, Xue-Qiang Zhang, ,, Qiang Zhang, ,",Angewandte Chemie International Edition,"Volume 62, Issue 32",First published: 28 June 2023,Full Access,page_004.html
Rational Design of anIn-SituPolymer-Inorganic Hybrid Solid Electrolyte Interphase for Realising Stable Zn Metal Anode under Harsh Conditions,10.1002/anie.202401987,/doi/10.1002/anie.202401987,"Ruwei Chen, ,, Wei Zhang, ,, Chaohong Guan, ,, Yundong Zhou, ,, Ian Gilmore, ,, Hao Tang, ,, Zhenyu Zhang, ,, Haobo Dong, ,, Yuhang Dai, ,, Zijuan Du, ,, Xuan Gao, ,, Wei Zong, ,, Yewei Xu, ,, Peie Jiang, ,, Jiyang Liu, ,, Fangjia Zhao, ,, Jianwei Li, ,, Xiaohui Wang, ,, Guanjie He, ,",Angewandte Chemie International Edition,"Volume 63, Issue 21",First published: 25 March 2024,Open Access,page_004.html
Formation and Evolution of the Solid Electrolyte Interphase on Silicon Electrodes from Fluorine-Free Electrolytes,10.1002/smll.202410654,/doi/10.1002/smll.202410654,"Zijie Lu, ,, Tamara Patranika, ,, Andrew J. Naylor, ,, Jonas Mindemark, ,, Samuel Tardif, ,, Guiomar Hernández, ,, Sandrine Lyonnard, ,",Small,"Volume 21, Issue 9",First published: 05 January 2025,Open Access,page_005.html
In-Situ Electrochemical SHINERS Investigation of SEI Composition on Carbon-Coated Zn0.9Fe0.1O Anode for Lithium-Ion Batteries,10.1002/batt.201800063,/doi/10.1002/batt.201800063,"Laura Cabo-Fernandez, ,, Dominic Bresser, ,, Filipe Braga, ,, Stefano Passerini, ,, Laurence J. Hardwick, ,",Batteries & Supercaps,"Volume 2, Issue 2",First published: 19 September 2018,Full Access,page_005.html
Comprehensive Analysis of Float Current Behavior and Calendar Aging Mechanisms in Lithium-Ion Batteries,10.1002/batt.202500349,/doi/10.1002/batt.202500349,"Mohamed Azzam, ,, Dirk-Uwe Sauer, ,, Christian Endisch, ,, Meinert Lewerenz, ,",Batteries & Supercaps,Early View,First published: 22 August 2025,Open Access,page_005.html
Progress and Challenges of Water-in-Salt Electrolytes: Exploring Physical Chemistry Properties and Solid Electrolyte Interphase Formation Mechanisms,10.1002/batt.202400722,/doi/10.1002/batt.202400722,"Xuanze Wang, ,, Rossukon Jommongkol, ,, Jie Deng, ,, Kexin Liu, ,, Jiangfeng Qian, ,, Yachao Zhu, ,, Olivier Fontaine, ,",Batteries & Supercaps,"Volume 8, Issue 7",First published: 27 January 2025,Full Access,page_005.html
"Regulating Li+Solvation, Transport, and Interfacial Robustness via Voltage Resistant Cationic Copolymer Design for Safe Lithium Metal Batteries",10.1002/smll.202502940,/doi/10.1002/smll.202502940,"Zhiheng Zou, ,, Guang Yang, ,, Haolan Li, ,, Zhengsheng Yang, ,, Bin Yao, ,, Huanyong Liu, ,",Small,"Volume 21, Issue 32",First published: 11 June 2025,Full Access,page_005.html
Abnormal Gas Generation during First Discharge Process of Sodium Ion Battery,10.1002/anie.202412222,/doi/10.1002/anie.202412222,"Xin Deng, ,, Yu Huang, ,, Yan Han, ,, Jinqiao Du, ,, Jie Tian, ,, Yan Li, ,, Yifei Yu, ,, Yue Shen, ,, Yunhui Huang, ,",Angewandte Chemie International Edition,"Volume 63, Issue 47",First published: 06 August 2024,Full Access,page_005.html
Interface Regulation via Electric Double Layer for Rechargeable Batteries,10.1002/cssc.202300708,/doi/10.1002/cssc.202300708,"Haiying Du, ,, Keming Song, ,, Mingrui Yang, ,, Peng Huang, ,, Weihua Chen, ,",ChemSusChem,"Volume 16, Issue 24",First published: 25 August 2023,Full Access,page_005.html
Electrochemical Characteristics of Anode Solid Electrolyte Interfaces Formed at Different Electrode Potentials: A Galvanostatic Intermittent Titration Technique-Electrochemical Impedance Spectroscopy-Distribution of Relaxation Times Approach,10.1002/celc.202500133,/doi/10.1002/celc.202500133,"Guoqing Zhang, ,, Jingxian Yu, ,, Shengping Wang, ,",ChemElectroChem,"Volume 12, Issue 18",First published: 17 June 2025,Open Access,page_005.html
Recent Progress in Protecting Lithium Anodes for Li-O2Batteries,10.1002/celc.201900081,/doi/10.1002/celc.201900081,"Xin Zhang, ,, Zhaojun Xie, ,, Zhen Zhou, ,",ChemElectroChem,"Volume 6, Issue 7",First published: 30 January 2019,Full Access,page_005.html
High-Entropy Deep Eutectic Solvent Achieves Ultra-Low Polarization Zinc Anode Chemistry,10.1002/anie.202502761,/doi/10.1002/anie.202502761,"Nengze Wang, ,, Ming Zhang, ,, Xiaohe Ren, ,, Mengxuan Sun, ,, Tianning Pian, ,, Pinji Wang, ,, Yang-feng Cui, ,, Xiaojun Yao, ,, Chunyang Jia, ,, Hui Ying Yang, ,",Angewandte Chemie International Edition,"Volume 64, Issue 22",First published: 25 March 2025,Full Access,page_005.html
Scanning Electrochemical Cell Microscopy in a Glovebox: Structure-Activity Correlations in the Early Stages of Solid-Electrolyte Interphase Formation on Graphite,10.1002/celc.202101161,/doi/10.1002/celc.202101161,"Daniel Martín-Yerga, ,, Minkyung Kang, ,, Patrick R. Unwin, ,",ChemElectroChem,"Volume 8, Issue 22",First published: 04 October 2021,Open Access,page_005.html
Lithium Nitrate as Salt Additive for Solid Electrolyte Interphase Formation in Dual-Ion Battery,10.1002/batt.202300196,/doi/10.1002/batt.202300196,"Sandeep Das, ,, Biswarup Pathak, ,",Batteries & Supercaps,"Volume 6, Issue 9",First published: 07 August 2023,Full Access,page_005.html
Lithium-Metal Anode Instability of the Superionic Halide Solid Electrolytes and the Implications for Solid-State Batteries,10.1002/anie.202015238,/doi/10.1002/anie.202015238,"Luise M. Riegger, ,, Roman Schlem, ,, Joachim Sann, ,, Wolfgang G. Zeier, ,, Jürgen Janek, ,",Angewandte Chemie International Edition,"Volume 60, Issue 12",First published: 14 December 2020,Open Access,page_005.html
"Ultra-High Initial Coulombic Efficiency Induced by Interface Engineering Enables Rapid, Stable Sodium Storage",10.1002/anie.202102368,/doi/10.1002/anie.202102368,"Yanhua Wan, ,, Keming Song, ,, Weihua Chen, ,, Changdong Qin, ,, Xixue Zhang, ,, Jiyu Zhang, ,, Hongliu Dai, ,, Zhe Hu, ,, Pengfei Yan, ,, Chuntai Liu, ,, Shuhui Sun, ,, Shu-Lei Chou, ,, Changyu Shen, ,",Angewandte Chemie International Edition,"Volume 60, Issue 20",First published: 08 March 2021,Full Access,page_005.html
Reversible Li Plating on Graphite Anodes through Electrolyte Engineering for Fast-Charging Batteries,10.1002/anie.202302285,/doi/10.1002/anie.202302285,"Xinyang Yue, ,, Jing Zhang, ,, Yongteng Dong, ,, Yuanmao Chen, ,, Zhangqin Shi, ,, Xuejiao Xu, ,, Xunlu Li, ,, Zheng Liang, ,",Angewandte Chemie International Edition,"Volume 62, Issue 19",First published: 10 March 2023,Full Access,page_005.html
From Formation to Reactivation of Inactive Lithium in Lithium Metal Anodes,10.1002/celc.202500242,/doi/10.1002/celc.202500242,"Abdolkhaled Mohammadi, ,, Pedram Ghorbanzade, ,, Juan Miguel López del Amo, ,, Laure Monconduit, ,, Lorenzo Stievano, ,",ChemElectroChem,"Volume 12, Issue 20",First published: 09 September 2025,Open Access,page_005.html
Modulating the Inner Helmholtz Plane towards Stable Solid Electrolyte Interphase by Anion-π Interactions for High-Performance Anode-Free Lithium Metal Batteries,10.1002/anie.202412955,/doi/10.1002/anie.202412955,"Shaobo Ma, ,, Jingteng Zhao, ,, Huang Xiao, ,, Qixin Gao, ,, Fang Li, ,, Congying Song, ,, Guoxing Li, ,",Angewandte Chemie International Edition,"Volume 64, Issue 1",First published: 25 September 2024,Full Access,page_006.html
Quantification of Charge Transport and Mass Deprivation in Solid Electrolyte Interphase for Kinetically-Stable Low-Temperature Lithium-Ion Batteries,10.1002/anie.202411029,/doi/10.1002/anie.202411029,"Liwei Dong, ,, Hui-Juan Yan, ,, Qing-Xiang Liu, ,, Jia-Yan Liang, ,, Junpei Yue, ,, Min Niu, ,, Xingyu Chen, ,, Enhui Wang, ,, Sen Xin, ,, Xinghong Zhang, ,, Chunhui Yang, ,, Yu-Guo Guo, ,",Angewandte Chemie International Edition,"Volume 63, Issue 43",First published: 02 July 2024,Full Access,page_006.html
Model Studies on the Formation of the Solid Electrolyte Interphase: Reaction of Li with Ultrathin Adsorbed Ionic-Liquid Films and Co3O4(111) Thin Films,10.1002/cphc.202001033,/doi/10.1002/cphc.202001033,"Katrin Forster-Tonigold, ,, Jihyun Kim, ,, Joachim Bansmann, ,, Axel Groß, ,, Florian Buchner, ,",ChemPhysChem,"Volume 22, Issue 5",First published: 29 December 2020,Open Access,page_006.html
Effects of Solid Electrolyte Interphase Components on the Reduction of LiFSI over Lithium Metal,10.1002/cphc.202000174,/doi/10.1002/cphc.202000174,"Ethan P. Kamphaus, ,, Stefany Angarita Gomez, ,, Xueping Qin, ,, Minhua Shao, ,, Perla B. Balbuena, ,",ChemPhysChem,"Volume 21, Issue 12",First published: 04 May 2020,Full Access,page_006.html
Molecular/Ionic Designs in the Electrolyte and Interphases for Lithium Metal Anode,10.1002/batt.202200394,/doi/10.1002/batt.202200394,"Xiangkai Yin, ,, Xinyang Li, ,, Xiaofeng Cui, ,, Limin Liu, ,, Xianjun Weng, ,, Shujiang Ding, ,, Wei Yu, ,",Batteries & Supercaps,"Volume 6, Issue 2",First published: 15 November 2022,Full Access,page_006.html
Correlative Electrochemical Microscopy for the Elucidation of the Local Ionic and Electronic Properties of the Solid Electrolyte Interphase in Li-Ion Batteries,10.1002/anie.202202744,/doi/10.1002/anie.202202744,"Carla S. Santos, ,, Alexander Botz, ,, Aliaksandr S. Bandarenka, ,, Edgar Ventosa, ,, Wolfgang Schuhmann, ,",Angewandte Chemie International Edition,"Volume 61, Issue 26",First published: 21 March 2022,Open Access,page_006.html
Cover Picture: A Combined XPS and Computational Study of the Chemical Reduction of BMP-TFSI by Lithium (Batteries & Supercaps 12/2022),10.1002/batt.202200484,/doi/10.1002/batt.202200484,"K. Forster-Tonigold, ,, F. Buchner, ,, J. Bansmann, ,, R. J. Behm, ,, A. Groß, ,",Batteries & Supercaps,"Volume 5, Issue 12",First published: 14 November 2022,Free Access,page_006.html
Entropic Contributions to Sodium Solvation and Solvent Stabilization upon Electrochemical Sodium Deposition from Diglyme and Propylene Carbonate Electrolytes,10.1002/anie.202301253,/doi/10.1002/anie.202301253,"Franziska Karcher, ,, Matthias Uhl, ,, Tanja Geng, ,, Timo Jacob, ,, Rolf Schuster, ,",Angewandte Chemie International Edition,"Volume 62, Issue 22",First published: 16 March 2023,Open Access,page_006.html
Enhancing the Interfacial Stability of High-Energy Si/Graphite||LiNi0.88Co0.09Mn0.03O2Batteries Employing a Dual-Anion Ionic Liquid-based Electrolyte,10.1002/batt.202200286,/doi/10.1002/batt.202200286,"Shan Fang, ,, Fanglin Wu, ,, Maider Zarrabeitia, ,, Matthias Kuenzel, ,, Daniel Roscher, ,, Xinpei Gao, ,, Jae-Kwang Kim, ,, Guk-Tae Kim, ,, Stefano Passerini, ,",Batteries & Supercaps,"Volume 5, Issue 10",First published: 04 July 2022,Open Access,page_006.html
Modification of Nitrate Ion Enables Stable Solid Electrolyte Interphase in Lithium Metal Batteries,10.1002/anie.202201406,/doi/10.1002/anie.202201406,"Li-Peng Hou, ,, Nan Yao, ,, Jin Xie, ,, Peng Shi, ,, Shu-Yu Sun, ,, Cheng-Bin Jin, ,, Cheng-Meng Chen, ,, Quan-Bing Liu, ,, Bo-Quan Li, ,, Xue-Qiang Zhang, ,, Qiang Zhang, ,",Angewandte Chemie International Edition,"Volume 61, Issue 20",First published: 01 March 2022,Full Access,page_006.html
An Organic-Inorganic-Integrated Solid Electrolyte Interphase with High-Resilience and Anti-Corrosion for Sustainable Zinc Metal Anode,10.1002/anie.202501702,/doi/10.1002/anie.202501702,"Maoyu Peng, ,, Zhenjie Liu, ,, Machuan Hou, ,, Ruochen Zhang, ,, Min Cheng, ,, Jiangtao Yu, ,, Yang Feng, ,, Peixin Jiao, ,, Tongrui Zhang, ,, Ziheng Zhang, ,, Xi Chen, ,, Zhe Hu, ,, Kai Zhang, ,",Angewandte Chemie International Edition,"Volume 64, Issue 29",First published: 19 May 2025,Full Access,page_006.html
Model Based Multiscale Analysis of Film Formation in Lithium-Ion Batteries,10.1002/batt.201800107,/doi/10.1002/batt.201800107,"Fridolin Röder, ,, Vincent Laue, ,, Ulrike Krewer, ,",Batteries & Supercaps,"Volume 2, Issue 3",First published: 07 February 2019,Full Access,page_006.html
Influence of the Formation Current Density on the Transport Properties of Galvanostatically Formed Model-Type Solid Electrolyte Interphases,10.1002/batt.201900110,/doi/10.1002/batt.201900110,"Sebastian Kranz, ,, Tobias Kranz, ,, Tim Graubner, ,, Yuriy Yusim, ,, Lukas Hellweg, ,, Bernhard Roling, ,",Batteries & Supercaps,"Volume 2, Issue 12",First published: 04 October 2019,Open Access,page_006.html
Interfacial Phenomena/Capacities Beyond Conversion Reaction Occurring in Nano-sized Transition-Metal-Oxide-Based Negative Electrodes in Lithium-Ion Batteries: A Review,10.1002/celc.201700747,/doi/10.1002/celc.201700747,"Miriam Keppeler, ,, Madhavi Srinivasan, ,",ChemElectroChem,"Volume 4, Issue 11",First published: 22 September 2017,Full Access,page_006.html
A Flexible Solid Electrolyte Interphase Layer for Long-Life Lithium Metal Anodes,10.1002/anie.201710806,/doi/10.1002/anie.201710806,"Nian-Wu Li, ,, Yang Shi, ,, Ya-Xia Yin, ,, Xian-Xiang Zeng, ,, Jin-Yi Li, ,, Cong-Ju Li, ,, Li-Jun Wan, ,, Rui Wen, ,, Yu-Guo Guo, ,",Angewandte Chemie International Edition,"Volume 57, Issue 6",First published: 14 December 2017,Full Access,page_006.html
Controllable Preparation of Hierarchically Charge-Separated Interface to Effectively Promote the Desolvation and Kinetics of Lithium Ions,10.1002/anie.202511502,/doi/10.1002/anie.202511502,"Qian Chang, ,, Changshui Huang, ,, Zhihui Zhang, ,, Feng He, ,, Xinlong Fu, ,, Yuliang Li, ,",Angewandte Chemie International Edition,"Volume 64, Issue 38",First published: 30 July 2025,Full Access,page_006.html
Inside Cover: A Flexible Solid Electrolyte Interphase Layer for Long-Life Lithium Metal Anodes (Angew. Chem. Int. Ed. 6/2018),10.1002/anie.201713193,/doi/10.1002/anie.201713193,"Nian-Wu Li, ,, Yang Shi, ,, Ya-Xia Yin, ,, Xian-Xiang Zeng, ,, Jin-Yi Li, ,, Cong-Ju Li, ,, Li-Jun Wan, ,, Rui Wen, ,, Yu-Guo Guo, ,",Angewandte Chemie International Edition,"Volume 57, Issue 6",First published: 05 January 2018,Free Access,page_006.html
Cover Feature: Analysis of Carbonate Decomposition During Solid Electrolyte Interphase Formation in Isotope-Labeled Lithium Ion Battery Electrolytes: Extending the Knowledge about Electrolyte Soluble Species (Batteries & Supercaps 11/2020),10.1002/batt.202000235,/doi/10.1002/batt.202000235,"Christoph Peschel, ,, Fabian Horsthemke, ,, Marco Leißing, ,, Simon Wiemers-Meyer, ,, Jonas Henschel, ,, Martin Winter, ,, Sascha Nowak, ,",Batteries & Supercaps,"Volume 3, Issue 11",First published: 14 October 2020,Free Access,page_007.html
Solid Electrolyte Interphase on Lithium Metal Anodes,10.1002/cssc.202301777,/doi/10.1002/cssc.202301777,"Zhichuan Shen, ,, Junqiao Huang, ,, Yu Xie, ,, Dafeng Wei, ,, Jinbiao Chen, ,, Zhicong Shi, ,",ChemSusChem,"Volume 17, Issue 11",First published: 31 January 2024,Full Access,page_007.html
