title,doi,href,authors,journal,volume_issue,date,access,source_file
Energy Storage: Advanced Micro/Nanostructures for Lithium Metal Anodes (Adv. Sci. 3/2017),10.1002/advs.201770011,/doi/10.1002/advs.201770011,"Rui Zhang, ,, Nian-Wu Li, ,, Xin-Bing Cheng, ,, Ya-Xia Yin, ,, Qiang Zhang, ,, Yu-Guo Guo, ,",Advanced Science,"Volume 4, Issue 3",First published: 20 March 2017,Open Access,page_007.html
Construction of Inorganic/Polymer Tandem Layer on Li Metal with Long-Term Stability by LiNO3Concentration Gradient Electrolyte,10.1002/smll.202312150,/doi/10.1002/smll.202312150,"Zewen Liu, ,, Qi Zhang, ,, Xiaosheng Song, ,, Yue Shi, ,, Xuebing Zhu, ,, Xiao Liu, ,, Yamei Zhou, ,, Zhonghui Chen, ,, Yunchong Feng, ,, Silei Chen, ,, Jinling He, ,, Zhijie Guo, ,, Yong Zhao, ,",Small,"Volume 20, Issue 28",First published: 07 February 2024,Full Access,page_008.html
Ultrathin Lithium Foil Prelithiated Silicon Carbon Anode with the Formation of Li22Si5Alloy Phase Enables High-Energy-Density Pouch Cells Lifespan over 900 Cycles,10.1002/adfm.202518874,/doi/10.1002/adfm.202518874,"Wanyao Li, ,, Qiujiang Dong, ,, Yajun Hou, ,, Kang Liao, ,, Minjie Yao, ,, Zhaoyong Sun, ,, Wanxing Zhang, ,, Jinyang Li, ,, Jiongjing Lu, ,, Qingna Huan, ,, Qiang Chen, ,, Xiaopeng Han, ,",Advanced Functional Materials,Early View,First published: 10 September 2025,Full Access,page_008.html
Comparative Study of Conventional Electrolytes for Rechargeable Magnesium Batteries,10.1002/batt.202200011,/doi/10.1002/batt.202200011,"Raymond Horia, ,, Dan-Thien Nguyen, ,, Alex Yong Sheng Eng, ,, Zhi Wei Seh, ,",Batteries & Supercaps,"Volume 5, Issue 6",First published: 23 February 2022,Full Access,page_008.html
Bidentate Coordination Enables Anions-Regulated Solvation Structure for Advanced Aqueous Zinc Metal Batteries,10.1002/ange.202414117,/doi/10.1002/ange.202414117,"Dongdong Wang, ,, Rui Li, ,, Jingjing Dong, ,, Zhongchao Bai, ,, Nana Wang, ,, Shi Xue Dou, ,, Jian Yang, ,",Angewandte Chemie,"Volume 137, Issue 2",First published: 24 September 2024,Full Access,page_008.html
Electrochemical Polishing: An Effective Strategy for Eliminating Li Dendrites,10.1002/adfm.202203652,/doi/10.1002/adfm.202203652,"Kaiyuan Shi, ,, Arghya Dutta, ,, Yu Hao, ,, Mengting Zhu, ,, Lingyan He, ,, Yu Pan, ,, Xing Xin, ,, Liang-Feng Huang, ,, Xiayin Yao, ,, Jinghua Wu, ,",Advanced Functional Materials,"Volume 32, Issue 33",First published: 02 June 2022,Full Access,page_008.html
In Situ Electrochemical Polymerization to Construct Robust Solid Electrolyte Interphase for Advanced Alloy-Type Anode Materials in Sodium-Ion Batteries,10.1002/adfm.202514275,/doi/10.1002/adfm.202514275,"Chen Zhao, ,, Cheng Zheng, ,, Qian Yao, ,, Chenghui Zhang, ,, Jian Yang, ,",Advanced Functional Materials,Early View,First published: 10 November 2025,Full Access,page_008.html
Diffusion Enhancement to Stabilize Solid Electrolyte Interphase,10.1002/aenm.202101774,/doi/10.1002/aenm.202101774,"Yunyi Chen, ,, Haoyang Huang, ,, Lingli Liu, ,, Yongxiu Chen, ,, Yongsheng Han, ,",Advanced Energy Materials,"Volume 11, Issue 40",First published: 21 September 2021,Full Access,page_008.html
Temperature-Mediated Dynamic Lithium Loss and its Implications for High-Efficiency Lithium Metal Anodes,10.1002/aenm.202303726,/doi/10.1002/aenm.202303726,"Shuo Zhang, ,, Jun-Fan Ding, ,, Rui Xu, ,, Ye Xiao, ,, Chong Yan, ,, Jia-Qi Huang, ,",Advanced Energy Materials,"Volume 14, Issue 9",First published: 27 December 2023,Full Access,page_008.html
Identifying the Critical Anion–Cation Coordination to Regulate the Electric Double Layer for an Efficient Lithium-Metal Anode Interface,10.1002/ange.202013271,/doi/10.1002/ange.202013271,"Rui Xu, ,, Xin Shen, ,, Xia-Xia Ma, ,, Chong Yan, ,, Xue-Qiang Zhang, ,, Xiang Chen, ,, Jun-Fan Ding, ,, Jia-Qi Huang, ,",Angewandte Chemie,"Volume 133, Issue 8",First published: 15 December 2020,Full Access,page_008.html
Identifying the Critical Anion–Cation Coordination to Regulate the Electric Double Layer for an Efficient Lithium-Metal Anode Interface,10.1002/anie.202013271,/doi/10.1002/anie.202013271,"Rui Xu, ,, Xin Shen, ,, Xia-Xia Ma, ,, Chong Yan, ,, Xue-Qiang Zhang, ,, Xiang Chen, ,, Jun-Fan Ding, ,, Jia-Qi Huang, ,",Angewandte Chemie International Edition,"Volume 60, Issue 8",First published: 15 December 2020,Full Access,page_008.html
Quantification of the Dynamic Interface Evolution in High-Efficiency Working Li-Metal Batteries,10.1002/anie.202115602,/doi/10.1002/anie.202115602,"Jun-Fan Ding, ,, Rui Xu, ,, Xia-Xia Ma, ,, Ye Xiao, ,, Yu-Xing Yao, ,, Chong Yan, ,, Jia-Qi Huang, ,",Angewandte Chemie International Edition,"Volume 61, Issue 13",First published: 23 December 2021,Full Access,page_008.html
Reactive Interactions between the Ionic Liquid BMP-TFSI and a Na Surface,10.1002/batt.202300336,/doi/10.1002/batt.202300336,"Katrin Forster-Tonigold, ,, Florian Buchner, ,, Axel Groß, ,, R. Jürgen Behm, ,",Batteries & Supercaps,"Volume 6, Issue 12",First published: 02 October 2023,Open Access,page_008.html
The Crucial Role of Electrode Potential of a Working Anode in Dictating the Structural Evolution of Solid Electrolyte Interphase,10.1002/anie.202208743,/doi/10.1002/anie.202208743,"Shu-Yu Sun, ,, Nao Yao, ,, Cheng-Bin Jin, ,, Jin Xie, ,, Xi-Yao Li, ,, Ming-Yue Zhou, ,, Xiang Chen, ,, Bo-Quan Li, ,, Xue-Qiang Zhang, ,, Qiang Zhang, ,",Angewandte Chemie International Edition,"Volume 61, Issue 42",First published: 12 August 2022,Full Access,page_008.html
High Interfacial-Energy and Lithiophilic Janus Interphase Enables Stable Lithium Metal Anodes,10.1002/smll.202102196,/doi/10.1002/smll.202102196,"Guoxing Li, ,, Shipeng Liu, ,, Zhe Liu, ,, Yingjie Zhao, ,",Small,"Volume 17, Issue 36",First published: 29 July 2021,Full Access,page_008.html
Aqueous Electrolytes: From Salt in Water to Water in Salt and Beyond,10.1002/adma.202418700,/doi/10.1002/adma.202418700,"Dejian Dong, ,, Chang-Xin Zhao, ,, Xiyue Zhang, ,, Chunsheng Wang, ,",Advanced Materials,Early View,First published: 05 February 2025,Full Access,page_008.html
Designing and Demystifying the Lithium Metal Interface toward Highly Reversible Batteries (Adv. Mater. 52/2021),10.1002/adma.202170413,/doi/10.1002/adma.202170413,"Rui Xu, ,, Jun-Fan Ding, ,, Xia-Xia Ma, ,, Chong Yan, ,, Yu-Xing Yao, ,, Jia-Qi Huang, ,",Advanced Materials,"Volume 33, Issue 52",First published: 27 December 2021,Free Access,page_008.html
The Crucial Role of Electrode Potential of a Working Anode in Dictating the Structural Evolution of Solid Electrolyte Interphase,10.1002/ange.202208743,/doi/10.1002/ange.202208743,"Shu-Yu Sun, ,, Nao Yao, ,, Cheng-Bin Jin, ,, Jin Xie, ,, Xi-Yao Li, ,, Ming-Yue Zhou, ,, Xiang Chen, ,, Bo-Quan Li, ,, Xue-Qiang Zhang, ,, Qiang Zhang, ,",Angewandte Chemie,"Volume 134, Issue 42",First published: 12 August 2022,Full Access,page_009.html
Monolithic Phosphate Interphase for Highly Reversible and Stable Zn Metal Anode,10.1002/ange.202215600,/doi/10.1002/ange.202215600,"Sailin Liu, ,, Jitraporn (Pimm) Vongsvivut, ,, Yanyan Wang, ,, Ruizhi Zhang, ,, Fuhua Yang, ,, Shilin Zhang, ,, Kenneth Davey, ,, Jianfeng Mao, ,, Zaiping Guo, ,",Angewandte Chemie,"Volume 135, Issue 4",First published: 29 November 2022,Open Access,page_009.html
Deep Eutectic Solvent-Based Gel Electrolyte with Fast Na Ions Transport in Sodium-Metal Batteries,10.1002/cssc.202500417,/doi/10.1002/cssc.202500417,"Yangze Huang, ,, Guanglei Qiu, ,, Zhixin Tai, ,, Yajie Liu, ,",ChemSusChem,"Volume 18, Issue 14",First published: 06 May 2025,Full Access,page_009.html
Solid electrolyte interphase layer formation on mesophase graphite electrodes with different electrolytes studied by small-angle neutron scattering,10.1002/jccs.202000480,/doi/10.1002/jccs.202000480,"Chun-Ming Wu, ,, Lakshmanan Saravanan, ,, Hung-Yuan Chen, ,, Ping-I Pan, ,, Cheng-Si Tsao, ,, Chia-Chin Chang, ,",Journal of the Chinese Chemical Society,"Volume 68, Issue 3",First published: 18 December 2020,Full Access,page_009.html
Lithium-Metal Anodes: Dual-Phase Single-Ion Pathway Interfaces for Robust Lithium Metal in Working Batteries (Adv. Mater. 19/2019),10.1002/adma.201970135,/doi/10.1002/adma.201970135,"Rui Xu, ,, Ye Xiao, ,, Rui Zhang, ,, Xin-Bing Cheng, ,, Chen-Zi Zhao, ,, Xue-Qiang Zhang, ,, Chong Yan, ,, Qiang Zhang, ,, Jia-Qi Huang, ,",Advanced Materials,"Volume 31, Issue 19",First published: 07 May 2019,Free Access,page_009.html
Lithium Fluoride Additives for Stable Cycling of Lithium Batteries at High Current Densities,10.1002/aelm.201500246,/doi/10.1002/aelm.201500246,"Snehashis Choudhury, ,, Lynden A. Archer, ,",Advanced Electronic Materials,"Volume 2, Issue 2",First published: 08 January 2016,Full Access,page_009.html
Lithium Anodes: An Anion-Tuned Solid Electrolyte Interphase with Fast Ion Transfer Kinetics for Stable Lithium Anodes (Adv. Energy Mater. 14/2020),10.1002/aenm.202070063,/doi/10.1002/aenm.202070063,"Zhenxing Wang, ,, Fulai Qi, ,, Lichang Yin, ,, Ying Shi, ,, Chengguo Sun, ,, Baigang An, ,, Hui-Ming Cheng, ,, Feng Li, ,",Advanced Energy Materials,"Volume 10, Issue 14",First published: 14 April 2020,Free Access,page_009.html
Dynamics of Solid-Electrolyte Interphase Formation on Silicon Electrodes Revealed by Combinatorial Electrochemical Screening,10.1002/ange.202207184,/doi/10.1002/ange.202207184,"Daniel Martín-Yerga, ,, David C. Milan, ,, Xiangdong Xu, ,, Julia Fernández-Vidal, ,, Laura Whalley, ,, Alexander J. Cowan, ,, Laurence J. Hardwick, ,, Patrick R. Unwin, ,",Angewandte Chemie,"Volume 134, Issue 34",First published: 14 June 2022,Open Access,page_009.html
Inhibiting Interfacial Electron Leakage via An Artificial Rectified Layer for Longevous Zinc Metal Anodes,10.1002/anie.202423244,/doi/10.1002/anie.202423244,"Guang-Yuan Yin, ,, Hong-Rui Wang, ,, Min-Yang Zhou, ,, Tao Long, ,, Meng-Sha Ding, ,, Bin Xie, ,, Xiong-Wei Wu, ,, Jiabao Li, ,, Wei Ling, ,, Jiayu Dai, ,, Xian-Xiang Zeng, ,",Angewandte Chemie International Edition,"Volume 64, Issue 15",First published: 30 January 2025,Full Access,page_009.html
Robust Solid Electrolyte Interphase Engineered by Catalysis Chemistry Toward Durable Anode-Free Sodium Metal Batteries,10.1002/anie.202503691,/doi/10.1002/anie.202503691,"Chongyang Hao, ,, Xiaomin Zhang, ,, Zixu He, ,, Mingxia Gao, ,, Yongfeng Liu, ,, Hongge Pan, ,, Wenping Sun, ,",Angewandte Chemie International Edition,"Volume 64, Issue 23",First published: 27 March 2025,Full Access,page_009.html
A Universal Design of Lithium Anode via Dynamic Stability Strategy for Practical All-Solid-State Batteries,10.1002/anie.202418811,/doi/10.1002/anie.202418811,"Tao Deng, ,, Changhong Wang, ,, Hongli Wan, ,, Ai-Min Li, ,, Xinzi He, ,, Zeyi Wang, ,, Longsheng Cao, ,, Xiulin Fan, ,, Chunsheng Wang, ,",Angewandte Chemie International Edition,"Volume 64, Issue 7",First published: 23 December 2024,Full Access,page_009.html
Ion Conducting Polymer Interfaces for Lithium Metal Anodes: Impact on the Electrodeposition Kinetics,10.1002/aenm.202301899,/doi/10.1002/aenm.202301899,"Snehashis Choudhury, ,, Zhuojun Huang, ,, Chibueze V. Amanchukwu, ,, Paul E. Rudnicki, ,, Yuelang Chen, ,, David Thomas Boyle, ,, Jian Qin, ,, Yi Cui, ,, Zhenan Bao, ,",Advanced Energy Materials,"Volume 13, Issue 35",First published: 28 July 2023,Full Access,page_009.html
Thermoresponsive Mono-Solvent Electrolyte Inhibiting Parasitic Reactions for Safe Lithium Metal Batteries,10.1002/aenm.202500703,/doi/10.1002/aenm.202500703,"Jia-Xin Guo, ,, Chang Gao, ,, Yun-Fei Du, ,, Feng Jiang, ,, Nai-Lu Shen, ,, Wen-Bo Tang, ,, Xin Shen, ,, Xin-Bing Cheng, ,, Yuping Wu, ,",Advanced Energy Materials,"Volume 15, Issue 28",First published: 10 April 2025,Full Access,page_009.html
Unraveling the Solvent Effect on Solid-Electrolyte Interphase Formation for Sodium Metal Batteries,10.1002/ange.202313447,/doi/10.1002/ange.202313447,"Shiyang Wang, ,, Suting Weng, ,, Xinpeng Li, ,, Yue Liu, ,, Xiangling Huang, ,, Yulin Jie, ,, Yuxue Pan, ,, Hongmin Zhou, ,, Shuhong Jiao, ,, Qi Li, ,, Xuefeng Wang, ,, Tao Cheng, ,, Ruiguo Cao, ,, Dongsheng Xu, ,",Angewandte Chemie,"Volume 135, Issue 50",First published: 26 October 2023,Full Access,page_009.html
Unraveling the Solvent Effect on Solid-Electrolyte Interphase Formation for Sodium Metal Batteries,10.1002/anie.202313447,/doi/10.1002/anie.202313447,"Shiyang Wang, ,, Suting Weng, ,, Xinpeng Li, ,, Yue Liu, ,, Xiangling Huang, ,, Yulin Jie, ,, Yuxue Pan, ,, Hongmin Zhou, ,, Shuhong Jiao, ,, Qi Li, ,, Xuefeng Wang, ,, Tao Cheng, ,, Ruiguo Cao, ,, Dongsheng Xu, ,",Angewandte Chemie International Edition,"Volume 62, Issue 50",First published: 26 October 2023,Full Access,page_009.html
Homogeneous Li Flux and Mechanical Stable Solid-Electrolyte Interphase Enabled by Different Solvation Chemistry for Lithium Metal Batteries,10.1002/adfm.202508653,/doi/10.1002/adfm.202508653,"Zehua Zhao, ,, Hye Jeong Joe, ,, Bezawit Z. Desalegn, ,, Seok Ki Kim, ,, Deyu Wang, ,, Jeong Gil Seo, ,",Advanced Functional Materials,Early View,First published: 25 June 2025,Full Access,page_010.html
The Raw Mixed Conducting Interphase Affords Effective Prelithiation in Working Batteries,10.1002/anie.202205697,/doi/10.1002/anie.202205697,"Xin-Yang Yue, ,, Yu-Xing Yao, ,, Jing Zhang, ,, Zeheng Li, ,, Si-Yu Yang, ,, Xun-Lu Li, ,, Chong Yan, ,, Qiang Zhang, ,",Angewandte Chemie International Edition,"Volume 61, Issue 29",First published: 09 May 2022,Full Access,page_010.html
Frontispiece: Low-Temperature Electrolyte Design for Lithium-Ion Batteries: Prospect and Challenges,10.1002/chem.202186461,/doi/10.1002/chem.202186461,"Qian Li, ,, Gang Liu, ,, Haoran Cheng, ,, Qujiang Sun, ,, Junli Zhang, ,, Jun Ming, ,",Chemistry – A European Journal,"Volume 27, Issue 64",First published: 17 November 2021,Free Access,page_010.html
Latent Solvent Induced Reliable Interfacial Chemistry Toward Highly Reversible Zn Anodes,10.1002/aenm.202400548,/doi/10.1002/aenm.202400548,"Long Su, ,, Fei Lu, ,, Jingjing Dong, ,, Xinwei Dou, ,, Liqiang Zheng, ,, Chuying Ouyang, ,, Xinpei Gao, ,",Advanced Energy Materials,"Volume 14, Issue 27",First published: 29 April 2024,Full Access,page_010.html
"Recent Advances for Cation-Anion Aggregates in Solid Polymer Electrolytes: Mechanism, Strategies, and Applications",10.1002/smtd.202401998,/doi/10.1002/smtd.202401998,"Wenbin Huang, ,, Guohao Zhao, ,, Bin Zhang, ,, Tao Li, ,, Hanqi Zhang, ,, Jiaqi Wang, ,, Xiuxia Zhao, ,, Xiaofei Hu, ,, Ying Xu, ,",Small Methods,"Volume 9, Issue 7",First published: 13 March 2025,Full Access,page_010.html
Functional Electrolyte Additives for Sodium-Ion and Sodium-Metal Batteries: Progress and Perspectives,10.1002/adfm.202400731,/doi/10.1002/adfm.202400731,"Saisai Lin, ,, Zhuo Yang, ,, Jian Chen, ,, Yun Qiao, ,, Li Li, ,, Shulei Chou, ,",Advanced Functional Materials,"Volume 34, Issue 34",First published: 12 April 2024,Full Access,page_010.html
Ternary Gel Electrolyte Enabling Wide-Temperature and High-Rate Performance in Aqueous Zinc-Ion Batteries,10.1002/adfm.202508306,/doi/10.1002/adfm.202508306,"Jinpeng Guan, ,, Yongbiao Mu, ,, Xiyan Wei, ,, Lin Yang, ,, Zetao Chen, ,, Quanyan Man, ,, Tao Xue, ,, Yuwei Li, ,, Chao Yang, ,, Limin Zang, ,, Lin Zeng, ,",Advanced Functional Materials,"Volume 35, Issue 43",First published: 07 May 2025,Full Access,page_010.html
In Situ Formation of Nitrogen-Rich Solid Electrolyte Interphase and Simultaneous Regulating Solvation Structures for Advanced Zn Metal Batteries,10.1002/ange.202212839,/doi/10.1002/ange.202212839,"Dongdong Wang, ,, Dan Lv, ,, Hongxia Liu, ,, Shaojie Zhang, ,, Cheng Wang, ,, Chunting Wang, ,, Jian Yang, ,, Yitai Qian, ,",Angewandte Chemie,"Volume 134, Issue 52",First published: 02 November 2022,Full Access,page_010.html
Designing Zwitterionic Gel Polymer Electrolytes with Dual-Ion Solvation Regulation Enabling Stable Sodium Ion Capacitor (Adv. Energy Mater. 18/2023),10.1002/aenm.202370072,/doi/10.1002/aenm.202370072,"Siyang Liu, ,, Hongtai Cheng, ,, Runyue Mao, ,, Wanyuan Jiang, ,, Lin Wang, ,, Zihui Song, ,, Mengfan Pei, ,, Tianpeng Zhang, ,, Fangyuan Hu, ,",Advanced Energy Materials,"Volume 13, Issue 18",First published: 12 May 2023,Free Access,page_010.html
Advancements and Perspectives on Nonaqueous Electrolyte Engineering for Graphite Anode in Potassium-Ion Battery,10.1002/smll.202412419,/doi/10.1002/smll.202412419,"Zhifei Mao, ,, Keliang Wang, ,, Qi Hua Fan, ,, Ruigang Wang, ,",Small,"Volume 21, Issue 11",First published: 18 February 2025,Full Access,page_010.html
A Robust Dual-Layered Solid Electrolyte Interphase Enabled by Cation Specific Adsorption-Induced Built-In Electrostatic Field for Long-Cycling Solid-State Lithium Metal Batteries,10.1002/ange.202421101,/doi/10.1002/ange.202421101,"Xi-Long Wang, ,, Yuan Li, ,, Jia Liu, ,, Shi-Jie Yang, ,, Jiang-Kui Hu, ,, Wei-Qi Mai, ,, Rui Wen, ,, Hong Yuan, ,, Jia-Qi Huang, ,",Angewandte Chemie,"Volume 137, Issue 10",First published: 19 January 2025,Full Access,page_010.html
In Situ Constructing Hybrid Solid Electrolyte Interphase and Regulating D-Band Center on Zn Substrate to Enable High-Rate and High-Capacity Zn Metal Anodes,10.1002/adfm.202513857,/doi/10.1002/adfm.202513857,"Wensong Lv, ,, Jin Tao, ,, Dan Huang, ,, Jinliang Zhu, ,, Boran Wang, ,, Xucai Yin, ,, Jing Xu, ,, Huibing He, ,",Advanced Functional Materials,Early View,First published: 07 August 2025,Full Access,page_011.html
Electrolyte Chemistry Modulation Toward High-Performance and Ultralow-Temperature Silicon Anode,10.1002/adma.202417981,/doi/10.1002/adma.202417981,"Yaozong Yang, ,, Zhaolin Li, ,, Min Zhang, ,, Jie Wang, ,, Yue Wang, ,, Jingyi Qiu, ,, Hailei Zhao, ,",Advanced Materials,"Volume 37, Issue 15",First published: 02 March 2025,Full Access,page_011.html
Monolithic Phosphate Interphase for Highly Reversible and Stable Zn Metal Anode,10.1002/anie.202215600,/doi/10.1002/anie.202215600,"Sailin Liu, ,, Jitraporn (Pimm) Vongsvivut, ,, Yanyan Wang, ,, Ruizhi Zhang, ,, Fuhua Yang, ,, Shilin Zhang, ,, Kenneth Davey, ,, Jianfeng Mao, ,, Zaiping Guo, ,",Angewandte Chemie International Edition,"Volume 62, Issue 4",First published: 29 November 2022,Open Access,page_011.html
The Salt Matters: Enhanced Reversibility of Li–O2Batteries with a Li[(CF3SO2)(n-C4F9SO2)N]-Based Electrolyte,10.1002/adma.201704841,/doi/10.1002/adma.201704841,"Bo Tong, ,, Jun Huang, ,, Zhibin Zhou, ,, Zhangquan Peng, ,",Advanced Materials,"Volume 30, Issue 1",First published: 13 November 2017,Full Access,page_011.html
Effective SEI Formation via Phosphazene-Based Electrolyte Additives for Stabilizing Silicon-Based Lithium-Ion Batteries (Adv. Energy Mater. 26/2023),10.1002/aenm.202370113,/doi/10.1002/aenm.202370113,"Adjmal Ghaur, ,, Christoph Peschel, ,, Iris Dienwiebel, ,, Lukas Haneke, ,, Leilei Du, ,, Laurin Profanter, ,, Aurora Gomez-Martin, ,, Martin Winter, ,, Sascha Nowak, ,, Tobias Placke, ,",Advanced Energy Materials,"Volume 13, Issue 26",First published: 14 July 2023,Free Access,page_011.html
Optimizing Li-ion Solvation in Gel Polymer Electrolytes to Stabilize Li-Metal Anode,10.1002/cssc.202300671,/doi/10.1002/cssc.202300671,"Kangsheng Huang, ,, Sheng Bi, ,, Hai Xu, ,, Langyuan Wu, ,, Chang Fang, ,, Xiaogang Zhang, ,",ChemSusChem,"Volume 16, Issue 19",First published: 17 June 2023,Full Access,page_011.html
A three-way electrolyte with ternary solvents for high-energy-density and long-cycling lithium–sulfur pouch cells,10.1002/sus2.191,/doi/10.1002/sus2.191,"Zheng Li, ,, Legeng Yu, ,, Chen-Xi Bi, ,, Xi-Yao Li, ,, Jin Ma, ,, Xiang Chen, ,, Xue-Qiang Zhang, ,, Aibing Chen, ,, Haoting Chen, ,, Zuoru Zhang, ,, Li-Zhen Fan, ,, Bo-Quan Li, ,, Cheng Tang, ,, Qiang Zhang, ,",SusMat,"Volume 4, Issue 2",First published: 04 March 2024,Open Access,page_011.html
Fire-Resistant Carboxylate-Based Electrolyte for Safe and Wide-Temperature Lithium-Ion Batteries,10.1002/aenm.202403183,/doi/10.1002/aenm.202403183,"Yi Yang, ,, Nan Yao, ,, Yu-Xing Yao, ,, Lei Xu, ,, Xue-Fei Wen, ,, Zeheng Li, ,, Zhuo-Lin Yang, ,, Chong Yan, ,, Jia-Qi Huang, ,",Advanced Energy Materials,"Volume 15, Issue 16",First published: 19 December 2024,Full Access,page_011.html
Programmable Solid Electrolyte Interphase Enables Simultaneous Optimization of Electrochemical Performance and Self-Discharge of Lithium Sulfur Batteries under Practical Conditions,10.1002/aenm.202500355,/doi/10.1002/aenm.202500355,"Yiyang Li, ,, Huan Liang, ,, Junling Guo, ,, Siyuan Zhao, ,, Chuanyue Guan, ,, Junke Shao, ,, Jiaozi Duan, ,, Jiale Xia, ,, Hongjie Xu, ,, Jinping Liu, ,",Advanced Energy Materials,Early View,First published: 18 April 2025,Full Access,page_011.html
"In Situ Engineering of Inorganic-Rich Solid Electrolyte Interphases via Anion Choice Enables Stable, Lithium Anodes",10.1002/adma.202305645,/doi/10.1002/adma.202305645,"Jason A. Weeks, ,, James N. Burrow, ,, Jiefeng Diao, ,, Austin G. Paul-Orecchio, ,, Hrishikesh S. Srinivasan, ,, Rinish Reddy Vaidyula, ,, Andrei Dolocan, ,, Graeme Henkelman, ,, C. Buddie Mullins, ,",Advanced Materials,"Volume 36, Issue 9",First published: 05 September 2023,Full Access,page_011.html
Improved Compatibility of α-NaMnO2Cathodes at the Interface with Ionic Liquid Electrolytes,10.1002/cssc.202400514,/doi/10.1002/cssc.202400514,"Giovanna Maresca, ,, Michela Ottaviani, ,, Kevin M. Ryan, ,, Sergio Brutti, ,, Giovanni B. Appetecchi, ,",ChemSusChem,"Volume 17, Issue 21",First published: 16 May 2024,Full Access,page_011.html
Desymmetrization of CyclopentenedionesviaOrganocatalytic Cross-Dehydrogenative Coupling,10.1002/adsc.201700917,/doi/10.1002/adsc.201700917,"Fabrizio Vetica, ,, Stephen Bailey, ,, Pankaj Chauhan, ,, Mathias Turberg, ,, Adjmal Ghaur, ,, Gerhard Raabe, ,, Dieter Enders, ,",Advanced Synthesis & Catalysis,"Volume 359, Issue 21",First published: 08 September 2017,Full Access,page_012.html
Molecular-Cling-Effect of Fluoroethylene Carbonate Characterized via Ethoxy(pentafluoro)cyclotriphosphazene on SiOx/C Anode Materials – A New Perspective for Formerly Sub-Sufficient SEI Forming Additive Compounds,10.1002/smll.202302486,/doi/10.1002/smll.202302486,"Adjmal Ghaur, ,, Felix Pfeiffer, ,, Diddo Diddens, ,, Christoph Peschel, ,, Iris Dienwiebel, ,, Leilei Du, ,, Laurin Profanter, ,, Matthias Weiling, ,, Martin Winter, ,, Tobias Placke, ,, Sascha Nowak, ,, Masoud Baghernejad, ,",Small,"Volume 19, Issue 44",First published: 04 July 2023,Open Access,page_012.html
Molecular-Cling-Effect of Fluoroethylene Carbonate Characterized via Ethoxy(pentafluoro)cyclotriphosphazene on SiOx/C Anode Materials – A New Perspective for Formerly Sub-Sufficient SEI Forming Additive Compounds (Small 44/2023),10.1002/smll.202370362,/doi/10.1002/smll.202370362,"Adjmal Ghaur, ,, Felix Pfeiffer, ,, Diddo Diddens, ,, Christoph Peschel, ,, Iris Dienwiebel, ,, Leilei Du, ,, Laurin Profanter, ,, Matthias Weiling, ,, Martin Winter, ,, Tobias Placke, ,, Sascha Nowak, ,, Masoud Baghernejad, ,",Small,"Volume 19, Issue 44",First published: 01 November 2023,Free Access,page_012.html
Working Principles of Lithium Metal Anode in Pouch Cells (Adv. Energy Mater. 47/2022),10.1002/aenm.202270199,/doi/10.1002/aenm.202270199,"He Liu, ,, Xin Sun, ,, Xin-Bing Cheng, ,, Cong Guo, ,, Feng Yu, ,, Weizhai Bao, ,, Tao Wang, ,, Jingfa Li, ,, Qiang Zhang, ,",Advanced Energy Materials,"Volume 12, Issue 47",First published: 15 December 2022,Free Access,page_013.html
Endogenous Symbiotic Li3N/Cellulose Skin to Extend the Cycle Life of Lithium Anode,10.1002/anie.202017281,/doi/10.1002/anie.202017281,"Yang Luo, ,, Tianyu Li, ,, Hongzhang Zhang, ,, Wei Liu, ,, Xiaoben Zhang, ,, Jingwang Yan, ,, Huamin Zhang, ,, Xianfeng Li, ,",Angewandte Chemie International Edition,"Volume 60, Issue 21",First published: 10 March 2021,Full Access,page_013.html
Life cycle safety issues of lithium metal batteries: A perspective,10.1002/elt2.8,/doi/10.1002/elt2.8,"Shi-Jie Yang, ,, Feng-Ni Jiang, ,, Jiang-Kui Hu, ,, Hong Yuan, ,, Xin-Bing Cheng, ,, Stefan Kaskel, ,, Qiang Zhang, ,, Jia-Qi Huang, ,",Electron,"Volume 1, Issue 2",First published: 10 October 2023,Open Access,page_013.html
Deconvoluting Effects of Lithium Morphology and SEI Stability at Moderate Current Density Using Interface Engineering (Adv. Mater. Interfaces 36/2024),10.1002/admi.202470090,/doi/10.1002/admi.202470090,"Sanzeeda Baig Shuchi, ,, Solomon T. Oyakhire, ,, Wenbo Zhang, ,, Philaphon Sayavong, ,, Yusheng Ye, ,, Yuelang Chen, ,, Zhiao Yu, ,, Yi Cui, ,, Stacey F. Bent, ,",Advanced Materials Interfaces,"Volume 11, Issue 36",First published: 19 December 2024,Open Access,page_013.html
Stress Self-Adaptive Engineering Advances the Low-Temperature Na Storage Cycling Stability of Microsized Sn,10.1002/aenm.202406078,/doi/10.1002/aenm.202406078,"Sainan Luo, ,, Jinyu Yang, ,, Mingxu Wang, ,, Jiafeng Ruan, ,, Jiaming Hu, ,, Qin Li, ,, Ziyue Li, ,, Fang Fang, ,, Fei Wang, ,, Shiyou Zheng, ,",Advanced Energy Materials,"Volume 15, Issue 24",First published: 25 February 2025,Full Access,page_013.html
