title,authors,year,doi,pdf_url,article_url,cited_by,abstract
Na4Fe3(PO4)2(P2O7)@C/Ti3C2TxHybrid Cathode Materials with Enhanced Performances for Sodium-Ion Batteries,"Ao Xiang, Deyou Shi, Peng Chen, Zhongjun Li, Quan Tu, Dahui Liu, Xiangguang Zhang, Jun Lu, Yan Jiang, Ze Yang, Pei Hu",2024,https://doi.org/10.3390/batteries10040121,https://www.mdpi.com/2313-0105/10/4/121/pdf?version=1712561362,https://www.mdpi.com/2313-0105/10/4/121,8,"Developing cost-effective cathode materials is conducive to accelerating the commercialization of sodium-ion batteries. Na 4 Fe 3 (PO 4 ) 2 P 2 O 7 (NFPP) has attracted extensive attention owning to its high theoretical capacity, stable structure, and low cost of raw materials. However, its inherent low conductivity hinders its further application. Herein, carbon-coated NFPP nanospheres are anchored to crumpled MXene nanosheets by an electrostatic self-assembly; this cross-linked structure induced by CTAB not only significantly expands the contact area between particles and improves the electronic conductivity, but also effectively reduces the aggregation of NFPP nanoparticles. The as-designed Na 4 Fe 3 (PO 4 ) 2 (P 2 O 7 )@C/Ti 3 C 2 T x (NFPP@MX) cathode exhibits a high discharge capacity (106.1 mAh g −1 g at 0.2 C), good rate capability (60.4 mAh g −1 at 10 C), and a long-life cyclic stability (85.2% capacity retention after 1000 cycles at 1 C). This study provides an effective strategy for the massive production of high-performance NFPP cathodes and broadens the application of MXene in the modification of other cathode materials. Full article"
"Recovery of Cobalt, Nickel, and Lithium from Spent Lithium-Ion Batteries with Gluconic Acid Leaching Process: Kinetics Study","Eva Gerold, Reinhard Lerchbammer, Helmut Antrekowitsch",2024,https://doi.org/10.3390/batteries10040120,https://www.mdpi.com/2313-0105/10/4/120/pdf?version=1712062559,https://www.mdpi.com/2313-0105/10/4/120,8,"The demand for lithium-ion batteries (LIBs) is driven by environmental concerns and market growth, particularly in the transportation sector. The EU’s push for net-zero emissions and the European Green Deal accentuates the role of battery technologies in sustainable energy supply. Organic acids, like gluconic acid, are explored for the eco-friendly leaching of valuable metals from spent batteries. This study investigates leaching kinetics using gluconic acid (hydrolyzed glucono-1.5-lacton), analyzing factors such as temperature, acid concentration, particle size, and reaction time. Results reveal the temperature’s influence on leaching efficiency for cobalt, nickel, and lithium. The mechanism for Co follows a surface chemical reaction model with an activation energy of 28.2 kJ·mol −1 . Nickel, on the contrary, shows a diffusion-controlled regime and an activation energy of 70.1 kJ·mol −1 . The reaction of leaching Ni and Co using gluconic acid was determined to be first-order. The process within this environmentally friendly alternative leaching agent shows great potential for sustainable metal recovery. Full article"
Postmortem Analysis of 18650 Graphite/LFP Cells in a Long-Term Aging Study for Second-Life Applications,"William Wheeler, Yann Bultel, Pascal Venet, Ali Sari, Elie Riviere",2024,https://doi.org/10.3390/batteries10040119,https://www.mdpi.com/2313-0105/10/4/119/pdf?version=1712037356,https://www.mdpi.com/2313-0105/10/4/119,5,"Second-life applications for lithium-ion batteries offer industry opportunities to defer recycling costs, enhance economic value, and reduce environmental impacts. However, cells are affected by numerous aging phenomena which can lead to an acceleration in capacity loss. This paper uses postmortem techniques to compare aging phenomenon in 1.1 Ah 18650 graphite/LFP cells, examining the differences between a pristine cell and three cells aged to 40~30% of state of health (SoH). Macroscopic and microscopic techniques are used to identify aging phenomenon occurring in the cell on both positive and negative electrodes. Energy-dispersive X-ray spectroscopy (EDXS) and scanning electron microscopes (SEMs) with back-scattered electron (BSE) detector are used to analyze each electrode. These methods are used to analyze the morphology and the material on each electrode. The results show a stable positive LFP electrode whereas numerous deposits and cracking occurred on the negative electrode. A discussion of the appearance of those aging phenomenon is presented. Impacts for industrial cells in second-life applications are finally discussed. Full article"
Assessment of Run-Off Waters Resulting from Lithium-Ion Battery Fire-Fighting Operations,"Arnaud Bordes, Arnaud Papin, Guy Marlair, Théo Claude, Ahmad El-Masri, Thierry Durussel, Jean-Pierre Bertrand, Benjamin Truchot, Amandine Lecocq",2024,https://doi.org/10.3390/batteries10040118,https://www.mdpi.com/2313-0105/10/4/118/pdf?version=1711882291,https://www.mdpi.com/2313-0105/10/4/118,5,"As the use of Li-ion batteries is spreading, incidents in large energy storage systems (stationary storage containers, etc.) or in large-scale cell and battery storages (warehouses, recyclers, etc.), often leading to fire, are occurring on a regular basis. Water remains one of the most efficient fire extinguishing agents for tackling such battery incidents, and large quantities are usually necessary. Since batteries contain various potentially harmful components (metals and their oxides or salts, solvents, etc.) and thermal-runaway-induced battery incidents are accompanied by complex and potentially multistage fume emissions (containing both gas and particles), the potential impact of fire run-off waters on the environment should be considered and assessed carefully. The tests presented in this paper focus on analyzing the composition of run-off waters used to spray NMC Li-ion modules under thermal runaway. It highlights that waters used for firefighting are susceptible to containing many metals, including Ni, Mn, Co, Li and Al, mixed with other carbonaceous species (soot, tarballs) and sometimes undecomposed solvents used in the electrolyte. Extrapolation of pollutant concentrations compared with PNEC values showed that, for large-scale incidents, run-off water could be potentially hazardous to the environment. Full article"
Diphenylphosphoryl Azide as a Multifunctional Flame Retardant Electrolyte Additive for Lithium-Ion Batteries,"Zhirui Li, Longfei Han, Yongchun Kan, Can Liao, Yuan Hu",2024,https://doi.org/10.3390/batteries10040117,https://www.mdpi.com/2313-0105/10/4/117/pdf?version=1711962303,https://www.mdpi.com/2313-0105/10/4/117,1,"Graphite anode materials and carbonate electrolyte have been the top choices for commercial lithium-ion batteries (LIBS) for a long time. However, the uneven deposition and stripping of lithium cause irreversible damage to the graphite structure, and the low flash point and high flammability of the carbonate electrolyte pose a significant fire safety risk. Here, we proposed a multifunctional electrolyte additive diphenylphosphoryl azide (DPPA), which can construct a solid electrolyte interphase (SEI) with high ionic conductivity lithium nitride (Li 3 N) to ensure efficient transport of Li + . This not only protects the artificial graphite (AG) electrode but also inhibits lithium dendrites to achieve excellent electrochemical performance. Meanwhile, the LIBS with DPPA offers satisfactory flame retardancy performance. The AG//Li half cells with DPPA-0.5M can still maintain a specific capacity of about 350 mAh/g after 200 cycles at 0.2 C. Its cycle performance and rate performance were better than commercial electrolyte (EC/DMC). After cycling, the microstructure surface of the AG electrode was complete and flat, and the surface of the lithium metal electrode had fewer lithium dendrites. Importantly, we found that the pouch cell with DPPA-0.5M had low peak heat release rate. When exposed to external conditions of continuous heating, DPPA significantly improved the fire safety of the LIBS. The research of DPPA in lithium electrolyte is a step towards the development of safe and efficient lithium batteries. Full article"
A Study of Thermal Runaway Mechanisms in Lithium-Ion Batteries and Predictive Numerical Modeling Techniques,"Alexander Sorensen, Vivek Utgikar, Jeffrey Belt",2024,https://doi.org/10.3390/batteries10040116,https://www.mdpi.com/2313-0105/10/4/116/pdf?version=1711956852,https://www.mdpi.com/2313-0105/10/4/116,12,"While thermal runaway characterization and prediction is an important aspect of lithium-ion battery engineering and development, it is a requirement to ensure that a battery system can be safe under normal operations and during failure events. This study investigated the current existing literature regarding lithium-ion battery thermal runaway characterization and predictive modeling methods. A thermal model for thermal runaway prediction was adapted from the literature and is presented in this paper along with a comparison of empirical data and predicted data using the model. Empirical data were collected from a Samsung 30Q 18650 cylindrical cell and from a large 20 Ah pouch cell format using accelerated rate calorimetry. The predictive model was executed in a macro-enabled Microsoft Excel workbook for simplicity and accessibility for the public. The primary purpose of using more primitive modeling software was to provide an accurate model that was generally accessible without the purchase of or training in a specific modeling software package. The modes of heat transfer during the thermal runaway event were studied and are reported in this work, along with insights on thermal management during a thermal runaway failure event. Full article"
Towards to Battery Digital Passport: Reviewing Regulations and Standards for Second-Life Batteries,"Carlos Antônio Rufino Júnior, Eleonora Riva Sanseverino, Pierluigi Gallo, Daniel Koch, Sergej Diel, Gero Walter, Lluís Trilla, Víctor J. Ferreira, Gabriela Benveniste Pérez, Yash Kotak, Josh Eichman, Hans-Georg Schweiger, Hudson Zanin",2024,https://doi.org/10.3390/batteries10040115,https://www.mdpi.com/2313-0105/10/4/115/pdf?version=1712459588,https://www.mdpi.com/2313-0105/10/4/115,22,"Greenhouse gas emissions from transportation harm the environment. In response to these environmental concerns, numerous countries encourage the adoption of electric vehicles (EVs) as a more environmentally friendly option than traditional gasoline-powered vehicles. Advances in battery technology have made batteries an alternative solution for energy storage in stationary applications and for electric mobility. Reduced lithium-ion batteries (LIBs) production costs due to economies of scale, electrode material and cell design developments, and manufacturing process improvements have driven this success. This trend is expected to increase the number of LIBs on the market that may be discarded in the environment at the end of their useful life if more sustainable alternatives are not technologically mature. This coming environmental concern can be mitigated by collecting wasted EV batteries, reconfiguring them, and reusing them for applications with less stringent weight, performance, and size requirements. This method would extend battery life and reduce environmental effects. The present work investigates the main regulatory structures of the second-life battery industry that require rules, technical standards, and laws. To achieve this objective, a systematic review was carried out following a strict protocol that includes identifying relevant studies, extracting data and information, evaluating, and summarizing information. This paper explains the primary rules and technical standards governing the second-life battery business. The findings highlight the need for universities, research institutions, and government agencies to evaluate the second-life battery industry objectively. This would enable the creation of new technological regulations and laws for this burgeoning industry. Full article"
Freeze-Drying-Assisted Preparation of High-Compaction-Density LiMn0.69Co0.01Fe0.3PO4Cathode Materials with High-Capacity and Long Life-Cycle for Lithium Ion Batteries,"Shaojun Liu, Jingang Zheng, Hao Huang, Hongyang Li, Han Zhang, Lixiang Li, Baigang An, Yuanhua Xiao, Chengguo Sun",2024,https://doi.org/10.3390/batteries10040114,https://www.mdpi.com/2313-0105/10/4/114/pdf?version=1711353951,https://www.mdpi.com/2313-0105/10/4/114,5,"As a successor to LiFePO 4 , the research interest in LiMn 1−y Fe y PO 4 has been sustained due to its higher working voltage and safety features. However, its further application is limited by the low compaction density caused by uncontrolled particle size. In this study, the high-quality LiMn 0.69 Co 0.01 Fe 0.3 PO 4 (LMFP) materials were prepared using the freeze-drying method to process the LMFP precursor synthesized through a solvothermal crystallization method followed by a calcination process at different temperatures (400–550 °C). The results demonstrate that the obtained particles exhibit a spheroidal shape with a low specific surface area after secondary crystallization calcination at 700 °C. The compaction density increased from 1.96 g/cm 3 for LMFP precursor (LMFP-M1) to 2.18, 2.27, 2.34, and 2.43 g/cm 3 for samples calcined at 400, 450, 500 and 550 °C, respectively, achieving a maximum increase of 24%. The full cell constructed with the high-compaction-density material calcined at 500 °C displayed discharge capacities of 144.1, 143.8, and 142.6 mAh/g at 0.5, 1, and 3 C rates, respectively, with a retention rate of 99% at 3 C rate. After undergoing charging and discharging cycles at a rate of 1 C for up to 800 cycles, the capacity retention rate was found to be 90%, indicating an expected full cell life span exceeding 2500 cycles. Full article"
Numerical Investigation of Thermal Management of a Large Format Pouch Battery Using Combination of CPCM and Liquid Cooling,"Caiqi Xu, Chao Ma, Mohammad Souri, Hadi Moztarzadeh, Mohammad Nasr Esfahani, Masoud Jabbari, Elham Hosseinzadeh",2024,https://doi.org/10.3390/batteries10040113,https://www.mdpi.com/2313-0105/10/4/113/pdf?version=1711102824,https://www.mdpi.com/2313-0105/10/4/113,8,"As electric vehicles (EVs) gain market dominance, ensuring safety during the battery usage is crucial. This paper presents a new thermal management approach to address the battery heat accumulation challenge through a novel combination of composite phase change material (CPCM) with liquid cooling systems. An optimised hybrid cooling model is developed to evaluate the proposed battery thermal management system (BTMS) under high-temperature and high-power conditions. Benchmark studies are conducted to assess the impact of inlet position, inlet flow rate, and flow channel distribution on the cooling performance to achieve a uniform temperature distribution within the battery. The optimised BTMS, consisting of a five-cell battery pack, demonstrates a maximum temperature of 41.15 °C and a temperature difference of 4.89 °C in a operating condition at 36 °C with a discharge rate of 3 C. The BTMS outperforms the initial model, reducing the maximum temperature by 1.5%, temperature difference by 5%, and liquid fraction by 13%, with a slight (1.3%) increase in weight. The cooling performance is most efficient at a liquid flow rate of 0.1 m/s, minimising energy consumption. The proposed BTMS with CPCM-3 is also sufficient enough to keep the battery pack under a thermal runaway event. Overall, the theoretical simulation highlights the BTMS’s ability to effectively control battery temperatures and temperature differences, ensuring safe operation during high-temperature and high-power conditions in practical EV usage. Full article"
Biomass-Derived Carbon Materials for Advanced Metal-Ion Hybrid Supercapacitors: A Step Towards More Sustainable Energy,Syed Shaheen Shah,2024,https://doi.org/10.3390/batteries10050168,https://www.mdpi.com/2313-0105/10/5/168/pdf?version=1716272966,https://www.mdpi.com/2313-0105/10/5/168,28,"Modern research has made the search for high-performance, sustainable, and efficient energy storage technologies a main focus, especially in light of the growing environmental and energy-demanding issues. This review paper focuses on the pivotal role of biomass-derived carbon (BDC) materials in the development of high-performance metal-ion hybrid supercapacitors (MIHSCs), specifically targeting sodium (Na)-, potassium (K)-, aluminium (Al)-, and zinc (Zn)-ion-based systems. Due to their widespread availability, renewable nature, and exceptional physicochemical properties, BDC materials are ideal for supercapacitor electrodes, which perfectly balance environmental sustainability and technological advancement. This paper delves into the synthesis, functionalization, and structural engineering of advanced biomass-based carbon materials, highlighting the strategies to enhance their electrochemical performance. It elaborates on the unique characteristics of these carbons, such as high specific surface area, tuneable porosity, and heteroatom doping, which are pivotal in achieving superior capacitance, energy density, and cycling stability in Na-, K-, Al-, and Zn-ion hybrid supercapacitors. Furthermore, the compatibility of BDCs with metal-ion electrolytes and their role in facilitating ion transport and charge storage mechanisms are critically analysed. Novelty arises from a comprehensive comparison of these carbon materials across metal-ion systems, unveiling the synergistic effects of BDCs’ structural attributes on the performance of each supercapacitor type. This review also casts light on the current challenges, such as scalability, cost-effectiveness, and performance consistency, offering insightful perspectives for future research. This review underscores the transformative potential of BDC materials in MIHSCs and paves the way for next-generation energy storage technologies that are both high-performing and ecologically friendly. It calls for continued innovation and interdisciplinary collaboration to explore these sustainable materials, thereby contributing to advancing green energy technologies. Full article"
Sustainable Management of Rechargeable Batteries Used in Electric Vehicles,"Jay Meegoda, Ghadi Charbel, Daniel Watts",2024,https://doi.org/10.3390/batteries10050167,https://www.mdpi.com/2313-0105/10/5/167/pdf?version=1716190763,https://www.mdpi.com/2313-0105/10/5/167,8,"A Life Cycle Assessment (LCA) quantifies the environmental impacts during the life of a product from cradle to grave. It evaluates energy use, material flow, and emissions at each stage of life. This report addresses the challenges and potential solutions related to the surge in electric vehicle (EV) batteries in the United States amidst the EV market’s exponential growth. It focuses on the environmental and economic implications of disposal as well as the recycling of lithium-ion batteries (LIBs). With millions of EVs sold in the past decade, this research highlights the necessity of efficient recycling methods to mitigate environmental damage from battery production and disposal. Utilizing a Life Cycle Assessment (LCA) and Life Cycle Cost Assessment (LCCA), this research compares emissions and costs between new and recycled batteries by employing software tools such as SimaPro V7 and GREET V2. The findings indicate that recycling batteries produces a significantly lower environmental impact than manufacturing new units from new materials and is economically viable as well. This research also emphasizes the importance of preparing for the upcoming influx of used EV batteries and provides suggestions for future research to optimize the disposal and recycling of EV batteries. Full article"
Modeling and Simulation of Single Flow Zinc–Nickel Redox Battery Coupled with Multi-Physics Fields,"Chunning Song, Kaixuan Zhang, Nanjun Li",2024,https://doi.org/10.3390/batteries10050166,https://www.mdpi.com/2313-0105/10/5/166/pdf?version=1716112910,https://www.mdpi.com/2313-0105/10/5/166,2,"Metallic zinc (Zn) presents a compelling alternative to conventional electrochemical energy storage systems due to its environmentally friendly nature, abundant availability, high water compatibility, low toxicity, low electrochemical potential (−0.762 V vs. SHE), and cost-effectiveness. While considerable efforts have been devoted to enhancing the physical and chemical properties of zinc-ion battery materials to improve battery efficiency and longevity, research on multi-physics coupled modeling for a deeper understanding of battery performance remains relatively scarce. In this study, we established a comprehensive two-dimensional model for single-flow zinc–nickel redox batteries to investigate electrode reactions, current-potential behaviors, and concentration distributions, leveraging theories such as Nernst–Planck and Butler–Volmer. Additionally, we explored the distribution of the velocity field using the Brinkman theory in porous media and the Navier–Stokes equations in free-flow channels. The validated model, informed by experimental data, not only provides insights into the performance of the battery, but also offers valuable recommendations for advancing single-flow zinc–nickel battery technology. Our findings offer promising avenues for enhancing the design and performance of not only zinc–nickel flow batteries, but also applicable for other flow battery designs. Full article"
The Effect of Battery Configuration on Dendritic Growth: A Magnetic Resonance Microscopy Study on Symmetric Lithium Cells,"Rok Peklar, Urša Mikac, Igor Serša",2024,https://doi.org/10.3390/batteries10050165,https://www.mdpi.com/2313-0105/10/5/165/pdf?version=1716265895,https://www.mdpi.com/2313-0105/10/5/165,2,"The potential of metallic lithium to become the anode material for next-generation batteries is hampered by significant challenges, chief among which is dendrite growth during battery charging. These dendritic structures not only impair battery performance but also pose safety risks. Among the non-destructive analytical techniques in battery research, Magnetic Resonance Imaging (MRI) stands out as a promising tool. However, the direct imaging of lithium by 7 Li MRI is limited by its low sensitivity and spatial resolution, making it a less effective way of imaging dendrite growth. Instead, a recently introduced indirect imaging approach which is based on 1 H MRI of the electrolyte was used in this study. This method was used to sequentially 3D image and thus monitor the charging process of lithium metal symmetric cells in three different electrical circuits, namely those composed of a single cell, four cells in parallel, and four cells in series. The measured sequential images allowed for the measurement of dendrite growth in each cell using volumetric analysis. The growth results confirmed the theoretical prediction that the growth across cells is uneven in a parallel circuit, and even in a series circuit. The methods presented in this study can also be applied to analyze many other dendrite-related issues in batteries. Full article"
Flexible Deep Learning-Based State of Health Estimation of Lithium-Ion Batteries with Features Extracted from Partial Charging Curves,"Rucong Lai, Xiaoyu Li, Jie Wang",2024,https://doi.org/10.3390/batteries10050164,https://www.mdpi.com/2313-0105/10/5/164/pdf?version=1715838177,https://www.mdpi.com/2313-0105/10/5/164,3,"The state of health is a crucial state that suggests the capacity of lithium-ion batteries to store and restitute energy at a certain power level, which should be carefully monitored in the battery management system. However, the state of health of batteries is unmeasurable and, currently, it is usually estimated within a specific area of the whole charging data, which is very limited in practical application because of the incomplete and random charging behaviors of users. In this paper, we intend to estimate the state of health of batteries with flexible partial charging curves and normal multi-layer perceptron based on the degradation data of eight 0.74 Ah batteries. To make the estimation more adaptive and flexible, we extract several features from partial charging curves. Analysis of the relationship between extracted features and the state of health shows that the extracted features are useful in estimation. As the length of the partial charging curve increases, the extracted features still function well, and the root mean square error of the test set is lower than 1.5%. Further validation on the other two types of batteries reveals that the proposed method achieves high accuracy even with different sampling and working conditions. The proposed method offers an easy-to-implement way to achieve an accurate estimation of a battery’s state of health. Full article"
A Comparative Study on Electrochemical Performance of Single versus Dual Networks in Lithium Metal/Polysulfide-Polyoxide Co-Network/Lithium Titanium Oxide Cathode,"Hyunsang Lee, Jae-Won Choi, Thein Kyu",2024,https://doi.org/10.3390/batteries10050163,https://www.mdpi.com/2313-0105/10/5/163/pdf?version=1715760825,https://www.mdpi.com/2313-0105/10/5/163,2,"The present article introduces a strategy for controlling oxidation and reduction reactions within polymer electrolyte membrane (PEM) networks as a means of enhancing storage capacity through the complexation of dissociated lithium cations with multifunctional groups of the polymer network. Specifically, co-polymer networks based on polysulfide (PS) and polyoxide (PO) precursors, photo-cured in the presence of succinonitrile (SCN) and lithium bis (trifluoro methane sulfonyl imide) (LiTFSI) salt, exhibited ionic conductivity on the order of mid 10 −4 S/cm at ambient temperature in the 30/35/35 (weight %) composition. Lithium titanate (LTO, Li 4 Ti 5 O 12 ) electrode was chosen as an anode (i.e., a potential source of Li ions) against lithium iron phosphate (LFP, LiFePO 4 ) cathode in conjunction with polysulfide-co-polyoxide dual polyelectrolyte networks to control viscosity for 3D printability on conformal surfaces of drone and aeronautic vehicles. It was found that the PS-co-PO dual network-based polymer electrolyte containing SCN plasticizer and LiTFSI salt exhibited extra storage capacity (i.e., specific capacity of 44 mAh/g) with the overall specific capacity of 170 mAh/g (i.e., for the combined LTO electrode and PEM) initially that stabilized at 153 mAh/g after 50th cycles with a reasonable capacity retention of over 90% and Coulombic efficiency of over 99%. Of particular interest is the observation of the improved electrochemical performance of the polysulfide-co-polyoxide electrolyte dual-network relative to that of the polyoxide electrolyte single-network. Full article"
Understanding the Economics of Aged Traction Batteries: Market Value and Dynamics,"Merlin Frank, Sebastian Preussner, Natalia Soldan Cattani, Moritz Frieges, Heiner Hans Heimes, Achim Kampker",2024,https://doi.org/10.3390/batteries10050162,https://www.mdpi.com/2313-0105/10/5/162/pdf?version=1716358789,https://www.mdpi.com/2313-0105/10/5/162,2,"The growing demand and market penetration of electric vehicles (EVs) have led to an expansion in the size of the market for used EVs, accompanied by a continuous increase in the return rate of aging battery systems. Consequently, a second-hand market for aged battery systems, known as second-life batteries, is slowly emerging. Understanding this market is crucial for enabling a functioning circular economy for batteries. This paper analyzes the market mechanisms influencing price formation for used goods, drawing parallels to the largest second-hand market, the used car market, and applies them to the second-life battery market. By examining these mechanisms, insights are provided into the dynamics of the second-life battery market, facilitating the development of strategies to optimize resource utilization and sustainability in the EV industry. Finally, the second-life battery price index is introduced, increasing the transparency of prices for lithium-ion batteries and the circular economy. Full article"
Empowering Electric Vehicles Batteries: A Comprehensive Look at the Application and Challenges of Second-Life Batteries,"Seyedreza Azizighalehsari, Prasanth Venugopal, Deepak Pratap Singh, Thiago Batista Soeiro, Gert Rietveld",2024,https://doi.org/10.3390/batteries10050161,https://www.mdpi.com/2313-0105/10/5/161/pdf?version=1715855940,https://www.mdpi.com/2313-0105/10/5/161,21,"The surge in electric vehicle adoption has resulted in a significant rise in end-of-life batteries, which are unsuitable for demanding EV applications. Repurposing these batteries for secondary applications presents a promising avenue to tackle environmental and economic challenges associated with their disposal. The second-life battery (SLB) approach emerges as a mechanism to manage this massive amount of retired EV batteries. However, this approach poses significant challenges in determining and monitoring battery degradation and performance. After evaluating different scenarios for reusing or recycling retired EV batteries, this paper examines the main challenges associated with SLBs, including techno-economic aspects, uncertainty from first life, safety, characterization and screening, battery-management systems, and secondary applications. A comprehensive review of current state-of-the-art SLB research and implementations is provided, particularly emphasizing battery characterization and the requisite evaluation processes for SLB eligibility. This paper explores diverse measurement techniques for assessing SLB performance, evaluating them based on accuracy, complexity, and time consumption, which are essential for achieving cost-effective SLB applications. The overarching objective is to thoroughly understand the principal challenges associated with repurposing EV batteries and delineate the research imperatives necessary for their successful implementation and prolonged lifespan. Full article"
Optimizing Structural Patterns for 3D Electrodes in Lithium-Ion Batteries for Enhanced Fast-Charging Capability and Reduced Lithium Plating,"Yannic Sterzl, Wilhelm Pfleging",2024,https://doi.org/10.3390/batteries10050160,https://www.mdpi.com/2313-0105/10/5/160/pdf?version=1715414972,https://www.mdpi.com/2313-0105/10/5/160,7,"The most common pattern types for anode structuring, in particular the line, grid, and hexagonal-arranged hole pattern were evaluated in a comparable setup in full-cells and symmetrical cells. The cells with structured electrodes were compared to reference cells with unstructured anodes of similar areal capacity (4.3 mAh cm −2 ) and the onset of lithium plating during fast-charging was determined in situ by differential voltage analysis of the voltage relaxation and ex situ by post-mortem analysis. Furthermore, electrochemical impedance spectroscopy measurements on symmetrical cells were used to determine the ionic resistance of structured and unstructured electrodes of similar areal capacity. All cells with structured electrodes showed lower ionic resistances and an onset of lithium plating shifted to higher C-rates compared to cells with unstructured electrodes. The structure patterns with capillary structures, i.e., lines and grids, showed significant reduced lithium plating during fast-charging and a higher rate capability compared to reference cells with unstructured electrodes and cells with hole structured electrodes. The continuous rewetting of the electrode with liquid electrolyte by capillary forces and the reduced ionic resistance of the 3D electrode are identified as key factors in improving overall battery performance. The data of the studied cells were used to calculate the resulting energy and power densities of prospective commercial pouch cells and potential pitfalls in the comparison to cells with unstructured electrodes were identified. Full article"
Electrode Blending Simulations Using the Mechanistic Degradation Modes Modeling Approach,"David Beck, Matthieu Dubarry",2024,https://doi.org/10.3390/batteries10050159,https://www.mdpi.com/2313-0105/10/5/159/pdf?version=1715161402,https://www.mdpi.com/2313-0105/10/5/159,6,"Blended electrodes are becoming increasingly more popular in lithium-ion batteries, yet most modeling approaches are still lacking the ability to separate the blend components. This is problematic because the different components are unlikely to degrade at the same pace. This work investigated a new approach towards the simulation of blended electrodes by replicating the complex current distributions within the electrodes using a paralleling model rather than the traditional constant-current method. In addition, a blending model was used to generate three publicly available datasets with more than 260,000 unique degradations for three exemplary blended cells. These datasets allowed us to showcase the necessity of considering all active components of the blend separately for diagnosis and prognosis. Full article"
CAN Interface Insights for Electric Vehicle Battery Recycling,"Tero Niemi, Tero Kaarlela, Emilia Niittyviita, Ulla Lassi, Juha Röning",2024,https://doi.org/10.3390/batteries10050158,https://www.mdpi.com/2313-0105/10/5/158/pdf?version=1715240981,https://www.mdpi.com/2313-0105/10/5/158,2,"Road transportation is a significant worldwide contributor to greenhouse gases, and electrifying the driveline of road vehicles is essential in overcoming the evident challenge of climate change. A sustainable transition to electric vehicles requires efficient and safe methods for recycling and repurposing used electric vehicle batteries. While various testing methods have been explored for assessing battery state of health and state of risk for recycling and reuse, a research gap exists concerning using data from integrated battery monitoring systems in the recycling process of electric vehicle batteries. This study addresses the research gap by presenting an approach to extract data from the monitoring system integrated into the battery using the automotive standard controller area network interface. In addition, methods to use this interface to ensure the optimal state of charge of the batteries for storage are presented. The benefits, challenges, and limitations set by the proprietary nature of the data to assess the state of risk and health of electric vehicle batteries for recycling and repurposing are presented, discussed, and evaluated. Finally, the influence of battery regulations and the battery passport proposal on electric vehicle battery recycling and repurposing are discussed to provide future perspectives. Full article"
Ionic Conductivity Analysis of NASICON Solid Electrolyte Coated with Polyvinyl-Based Polymers,"Tiago Afonso Salgueiro, Rita Carvalho Veloso, João Ventura, Federico Danzi, Joana Oliveira",2024,https://doi.org/10.3390/batteries10050157,https://www.mdpi.com/2313-0105/10/5/157/pdf?version=1714730136,https://www.mdpi.com/2313-0105/10/5/157,4,"The global environmental crisis necessitates reliable, sustainable, and safe energy storage solutions. The current systems are nearing their capacity limits due to the reliance on conventional liquid electrolytes, which are fraught with stability and safety concerns, prompting the exploration of solid-state electrolytes, which enable the integration of metal electrodes. Solid-state sodium-ion batteries emerge as an appealing option by leveraging the abundance, low cost, and sustainability of sodium. However, low ionic conductivity and high interfacial resistance currently prevent their widespread adoption. This study explores polyvinyl-based polymers as wetting agents for the NASICON-type NZSP (Na 3 Zr 2 Si 2 PO 12 ) solid electrolyte, resulting in a combined system with enhanced ionic conductivity suitable for Na-ion solid-state full cells. Electrochemical impedance spectroscopy (EIS) performed on symmetric cells employing NZSP paired with different wetting agent compositions demonstrates a significant reduction in interfacial resistance with the use of poly(vinyl acetate)—(PVAc-) based polymers, achieving an impressive ionic conductivity of 1.31 mS cm −1 at room temperature, 63.8% higher than the pristine material, notably reaching 7.36 mS cm −1 at 90 °C. These results offer valuable insights into the potential of PVAc-based polymers for advancing high-performance solid-state sodium-ion batteries by reducing their total internal resistance. Full article"
State of Health Estimation for Lithium-Ion Battery Based on Sample Transfer Learning under Current Pulse Test,"Yuanyuan Li, Xinrong Huang, Jinhao Meng, Kaibo Shi, Remus Teodorescu, Daniel Ioan Stroe",2024,https://doi.org/10.3390/batteries10050156,https://www.mdpi.com/2313-0105/10/5/156/pdf?version=1714638487,https://www.mdpi.com/2313-0105/10/5/156,2,"Considering the diversity of battery data under dynamic test conditions, the stability of battery working data is affected due to the diversity of charge and discharge rates, variability of operating temperature, and randomness of the current state of charge, and the data types are multi-sourced, which increases the difficulty of estimating battery SOH based on data-driven methods. In this paper, a lithium-ion battery state of health estimation method with sample transfer learning under dynamic test conditions is proposed. Through the Tradaboost.R2 method, the weight of the source domain sample data is adjusted to complete the update of the sample data distribution. At the same time, considering the division methods of the six auxiliary and the source domain data set, aging features from different state of charge ranges are selected. It is verified that while the aging feature dimension and the demand for target domain label data are reduced, the estimation accuracy of the lithium-ion battery state of health is not affected by the initial value of the state of charge. By considering the mean absolute error, mean square error and root mean square error, the estimated error results do not exceed 1.2% on the experiment battery data, which highlights the advantages of the proposed methods. Full article"
